"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"Introduction to CSS Development",0,15493,415,25,2,"False","Beginner Level","Web Development"
"PHP :basics for beginners",45,1562,4,12,1.5,"True","All Levels","Web Development"
"Beginning Oracle WebLogic for Administrators",0,9786,989,7,0.7,"False","Beginner Level","Web Development"
"Build an HTML5 and CSS3 Website in 35 Minutes",20,1904,25,17,0.7,"True","Beginner Level","Web Development"
"Angular 2 Routing: Up And Running",0,3357,84,13,0.616666666666667,"False","Intermediate Level","Web Development"
"Advanced Prezi: Make Amazing Presentations ",30,2200,25,12,1,"True","All Levels","Web Development"
"1 hour jQuery",100,5456,133,25,1,"True","Beginner Level","Web Development"
"The WpFASTER WordPress Speed Optimization Master Course",175,2134,215,55,7,"True","All Levels","Web Development"
"How to Build Your Own Website with WordPress: A Step-by-Step Guide ",95,4675,15,56,6,"True","All Levels","Web Development"
"Build Apps with ReactJS: The Complete Course",40,1433,145,34,5.5,"True","All Levels","Web Development"
"Learn SASS: from beginner to expert",20,1734,9,13,1,"True","Beginner Level","Web Development"
"The complete HTML5 course",20,3461,11,23,1.5,"True","Beginner Level","Web Development"
"Create a Responsive Website with Bootstrap 3",50,4076,39,22,3,"True","Intermediate Level","Web Development"
"Lerning PHP by building website",185,567,63,34,8,"True","All Levels","Web Development"
"Learn PHP Object Oriented Features with Simple Examples",20,1723,28,7,1,"True","All Levels","Web Development"
"Crash Course - Learn to Create a PHP MVC Framework",50,1282,117,12,1,"True","All Levels","Web Development"
"JSON :basics for beginners",45,2052,18,8,0.55,"True","All Levels","Web Development"
"CSSCasts; CSS libraries Plugins Tips & Tricks for Developers",200,1874,40,224,44.5,"True","All Levels","Web Development"
"Complete Guide to Front-End Web Development and Design",200,1119,111,204,16.5,"True","Beginner Level","Web Development"
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",100,1023,131,44,5,"True","All Levels","Web Development"
"Javascript for Beginners",20,3697,195,48,3,"True","All Levels","Web Development"
"MongooseJS Essentials - Learn MongoDB for Node.js",0,21682,1106,8,0.733333333333333,"False","Beginner Level","Web Development"
"Regular Expressions for Beginners - Universal",100,1975,141,36,3,"True","All Levels","Web Development"
"Learn Redis from Scratch",40,553,84,31,3,"True","Intermediate Level","Web Development"
"WordPress Plugin Development -> Deep dive discovery!",40,2650,19,39,2,"True","All Levels","Web Development"
"Learn Ajax and jquery with PHP",20,2964,8,9,1.5,"True","Beginner Level","Web Development"
"Create a business website with WordPress",50,1624,31,38,4,"True","All Levels","Web Development"
"DesktopServer : Install WordPress Locally  - Work Anywhere!",65,1640,22,29,2,"True","Beginner Level","Web Development"
"Understand PHP Arrays and HTTP Request in a Better Way",35,1627,38,7,0.583333333333333,"True","All Levels","Web Development"
"Mastering CSS",95,1815,249,42,5,"True","Expert Level","Web Development"
"The Complete Wordpress Theme Development Guide",25,1011,2,19,2,"True","Beginner Level","Web Development"
"The Complete HMTL5 Course - Go From Beginner To Advanced!",95,2430,15,36,2,"True","All Levels","Web Development"
"Learn Jquery from Scratch 2-Hour Training ",20,5318,56,13,1.5,"True","Beginner Level","Web Development"
"How to Create a Wordpress Website from Scratch - No Coding",20,7018,28,38,3,"True","All Levels","Web Development"
"Learn PHP CodeIgniter Framework with AJAX and Bootstrap",75,1634,52,21,2.5,"True","All Levels","Web Development"
"The Complete Guide to JavaScript Development",110,3590,36,104,14,"True","All Levels","Web Development"
"Basic HTML CSS and Web Design",30,4030,92,46,9,"True","Beginner Level","Web Development"
"Build Professional WordPress Website",145,4020,95,52,3.5,"True","All Levels","Web Development"
"Ultimate CSS3 Course - From Beginners To Professional",95,2635,25,30,2,"True","All Levels","Web Development"
"Code & Grow Rich:  Earn More As An Entrepreneur Or Developer",200,7211,52,491,57,"True","All Levels","Web Development"
"Learn by Example : ReactJS",50,1496,37,74,7.5,"True","Beginner Level","Web Development"
"React.js Quickly: Developing Scalable Web User Interfaces",50,4447,76,24,4,"True","Intermediate Level","Web Development"
"JavaScript - Tricks and Workarounds",100,1410,134,67,5,"True","All Levels","Web Development"
"Kids Coding - Beginner HTML",20,6628,53,19,1,"True","Beginner Level","Web Development"
"Learn PHP from scratch!!",25,1908,12,17,1.5,"True","Beginner Level","Web Development"
"PHP with PDO - ULTIMATE Crash Course",50,1248,171,18,1.5,"True","All Levels","Web Development"
"JavaScript for beginners with live examples",195,4587,46,49,4,"True","Beginner Level","Web Development"
"Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast",50,2351,302,16,2.5,"True","All Levels","Web Development"
"Laravel(5.2) PHP Framework  Jump Start for beginners",20,3898,95,32,3,"True","Beginner Level","Web Development"
"Professional WordPress Theme Development For 2017",20,3185,102,94,8,"True","All Levels","Web Development"
"Learn Laravel PHP Framework Building Multi User SEO Blog APP",100,557,92,133,9.5,"True","All Levels","Web Development"
"Javascript Specialist",200,408,39,80,8,"True","Beginner Level","Web Development"
"Write PHP Like a Pro: Build a PHP MVC Framework From Scratch",70,1703,435,65,3,"True","All Levels","Web Development"
"JavaScript Intro to learning JavaScript web programming",20,17554,94,16,1.5,"True","Beginner Level","Web Development"
"Crash Course: Fundamentals Of HTML & CSS From Scratch.",20,7368,216,52,2,"True","Beginner Level","Web Development"
"Laravel, the complete guide with real world projects",200,676,119,125,14,"True","All Levels","Web Development"
"VueJS V1 Introduction to VueJS JavaScript Framework",200,3632,28,31,2,"True","Beginner Level","Web Development"
"HTML CSS: Essential steps to learn HTML CSS",145,10576,154,23,2.5,"True","Beginner Level","Web Development"
"Learn HTML 5 in 1 hour",100,11643,169,21,1,"True","Beginner Level","Web Development"
"Learn Html5 & CSS3 from scratch",20,13960,239,19,2.5,"True","All Levels","Web Development"
"Responsive Web Design: Made Easy",195,5085,106,27,6.5,"True","All Levels","Web Development"
"Parse Server: From Front End to Full Stack",200,1130,162,66,6,"True","Intermediate Level","Web Development"
"Codeigniter: How to use Codeigniter that drives knowledge",150,14606,235,21,3,"True","All Levels","Web Development"
"jQuery for Beginners - Create Website Animations Easily",100,2971,285,28,3,"True","All Levels","Web Development"
"How to Build Chat Bots: From Beginner to Intermediate",140,2814,107,35,2,"True","All Levels","Web Development"
"Web Development with BootStrap - 16 Instant Themes Included!",40,1355,45,27,3.5,"True","All Levels","Web Development"
"Install a Wordpress Theme the Correct Way & Charge Others",20,2335,13,18,1,"True","All Levels","Web Development"
"Coding for Entrepreneurs Basic",0,161029,279,27,3.5,"False","Beginner Level","Web Development"
"The CSS and CSS3 Crash Course",150,2051,99,76,13,"True","All Levels","Web Development"
"Build a Business or Personal Website Using Wordpress",200,1069,12,61,4.5,"True","Beginner Level","Web Development"
"Learn By Example: PHP For Dynamic Websites",50,1439,10,77,13,"True","Beginner Level","Web Development"
"Learn ReactJS: Code Like A Facebook Developer",20,1948,72,45,5,"True","Intermediate Level","Web Development"
"Learn to Build Web Apps using D3JS",40,841,99,29,3.5,"True","All Levels","Web Development"
"How to create awesome website and e-commerce in 1 hour",20,937,4,10,1,"True","All Levels","Web Development"
"Joomla for Beginners - Learn how to build a website with CMS",95,583,7,35,3.5,"True","Beginner Level","Web Development"
"Learning Drupal 8",50,577,97,101,9.5,"True","All Levels","Web Development"
"Learn How To Build a Web Application Without Coding",0,9364,311,10,0.533333333333333,"False","Beginner Level","Web Development"
"Rock Solid Wordpress Security - Secure Web Development",0,5052,92,23,1.5,"False","All Levels","Web Development"
"Mastering JavaScript",95,694,39,39,4,"True","Expert Level","Web Development"
"PHP Laravel 5:Creating a CRUD application",45,511,12,7,0.55,"True","All Levels","Web Development"
"XQUERY :basics for beginners",40,937,2,6,0.633333333333333,"True","All Levels","Web Development"
"PHP Development with the Laravel Framework",50,1611,24,20,3.5,"True","All Levels","Web Development"
"WordPress Development - Themes and Plugins Complete Guide",200,103,11,72,5.5,"True","All Levels","Web Development"
"Basic JavaScript: Build 4 Basic JavaScript Projects",40,670,33,37,4.5,"True","Beginner Level","Web Development"
"HTML and CSS for Beginning Web Developers",100,1606,28,73,9,"True","Beginner Level","Web Development"
"Popular JavaScript Framework:Learn The Language Of Angular 2",200,260,22,64,11,"True","Beginner Level","Web Development"
"The Ultimate Guide to the Best WordPress Plugins Part 1",50,122,10,116,10.5,"True","All Levels","Web Development"
"XSLT :basics for beginners",35,877,6,7,0.533333333333333,"True","All Levels","Web Development"
"The Complete Wordpress Plugin Development Course - 8 Plugins",200,1215,58,33,2.5,"True","All Levels","Web Development"
"JSON Crash Course for Beginners",45,3323,90,7,0.633333333333333,"True","Beginner Level","Web Development"
"You can create Incredible Websites with HTML CSS learn how",100,11892,50,28,2.5,"True","All Levels","Web Development"
"JavaScript Tricks how to create code projects from scratch",75,15106,31,16,1.5,"True","All Levels","Web Development"
"The Sass Course! Learn Sass for Real-World Websites",95,975,141,18,3.5,"True","All Levels","Web Development"
"Web Design How to Create a Website HTML CSS Bootstrap",75,5263,29,29,2,"True","Beginner Level","Web Development"
"Master Angular 4 by Example - Build 7 Awesome Apps!",195,596,32,84,8,"True","All Levels","Web Development"
"Create A Custom Responsive WordPress Website For A Client",95,7517,89,47,4.5,"True","All Levels","Web Development"
"Mastering HTML5 Programming - The Easier Way",75,21653,138,35,7,"True","All Levels","Web Development"
"How to Launch Your Own Website Builder Service",20,9028,87,12,1.5,"True","Beginner Level","Web Development"
"Getting Started with HTML",40,7375,52,17,1.5,"True","Beginner Level","Web Development"
"Spring Framework 4 (Java Enterprise JEE) with AngularJS",95,5177,318,70,13.5,"True","All Levels","Web Development"
"Build A Weather App With Ajax Using Open Weather Map API",20,6548,44,38,4,"True","All Levels","Web Development"
"Essentials of JavaScript Practice Coding Exercises Tips",80,28125,115,21,2,"True","Beginner Level","Web Development"
"Learn and Earn with HTML & CSS",20,9349,206,69,4,"True","All Levels","Web Development"
"Get started Creating Websites Everything you need provided",100,14260,44,43,3,"True","Beginner Level","Web Development"
"JavaScript in Action JavaScript Projects",150,7720,58,17,1.5,"True","Beginner Level","Web Development"
"Modern Web Development with Laravel 5.2 (PHP Framework)",120,2142,536,71,12,"True","All Levels","Web Development"
"Programming for Entrepreneurs - JavaScript",200,12873,106,38,2.5,"True","Beginner Level","Web Development"
"Create a Website from Scratch using HTML CSS step by step",75,12882,95,20,1.5,"True","Beginner Level","Web Development"
"Complete AJAX Course: Learn AJAX Techniques Using Bootstrap",195,12368,89,26,3.5,"True","All Levels","Web Development"
"Learn jQuery by Example Course",170,8625,94,73,5,"True","Beginner Level","Web Development"
"Bootstrap 4 Theme Development Masterclass",150,2641,28,15,0.65,"True","All Levels","Web Development"
"Wordpress Theme Development for Beginners",20,1052,14,47,8,"True","All Levels","Web Development"
"Web Design Creating websites from scratch",75,13920,64,28,2,"True","Beginner Level","Web Development"
"HTML Learning the Basics Intro to HTML website coding",20,7416,65,14,0.65,"True","Beginner Level","Web Development"
"Learn how to use Javascript Components with PHP and Symfony",90,1822,4,25,2,"True","All Levels","Web Development"
"So you think you know JavaScript?",50,1010,154,25,6,"True","All Levels","Web Development"
"Learn Node.js by building Udemy: Stripe + MailChimp + Wistia",110,1425,36,34,5.5,"True","All Levels","Web Development"
"Learn jQuery: An In-depth Course For Beginners",50,7014,95,62,4.5,"True","All Levels","Web Development"
"JavaScript for Beginning Web Developers",75,7785,416,33,4.5,"True","Beginner Level","Web Development"
"JQuery Create Overlay Popups from scratch using Jquery",50,4407,17,29,2.5,"True","All Levels","Web Development"
"Vue JS 2: From Beginner to Professional",145,602,93,214,15.5,"True","All Levels","Web Development"
"Ultimate AngularJS: Build a Real-World App from Scratch",100,1712,438,49,5.5,"True","All Levels","Web Development"
"Wordpress Site Migration",20,1894,40,35,1.5,"True","All Levels","Web Development"
"introduction to HTML Course",20,3258,32,16,2,"True","Beginner Level","Web Development"
"Create Single Page Website using Twitter Bootstrap 3",20,7449,111,13,1,"True","Intermediate Level","Web Development"
"The All-In-One Web Development Course",85,538,13,113,18.5,"True","All Levels","Web Development"
"Code a Responsive Website Using HTML5 and CSS for Beginners",50,1271,136,110,7.5,"True","Beginner Level","Web Development"
"AngularJS for the Real World - Learn by creating a WebApp",115,1407,137,69,7,"True","All Levels","Web Development"
"Wordpress Tutorial   ",200,2311,8,44,1.5,"True","All Levels","Web Development"
"Create a REAL Social Network like Facebook in PHP + MySQL",45,1002,178,174,16.5,"True","All Levels","Web Development"
"Advanced Node.js Development",55,2565,32,41,3,"True","Expert Level","Web Development"
"ASP.NET MVC 5 Project - Facebook Clone",30,210,19,41,5,"True","All Levels","Web Development"
"Bootstrap For Beginners: A  Basic Introduction",55,1186,14,9,0.666666666666667,"True","Beginner Level","Web Development"
"jQuery for Beginners",20,1421,17,36,4,"True","All Levels","Web Development"
