"Name","Rating","Difficulty_None","Difficulty_Beginner Level","Difficulty_Intermediate Level","Difficulty_Advanced Level","Tags"
"Las estaciones del año y el clima","4.8",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Lesson | Express Yourself: Pronunciation","None",1,0,0,0,"['Language Learning', 'Learning English']"
"Principles of Photo Composition and Digital Image Post-Production","4.7",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Advanced Instructional Strategies in the Virtual Classroom","4.2",1,0,0,0,"['Social Sciences', 'Education']"
"Advanced Trading Algorithms","4.6",0,0,1,0,"['Business', 'Finance']"
"Переходные процессы в электрических цепях","None",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Get Interactive: Practical Teaching with Technology","4.7",0,1,0,0,"['Social Sciences', 'Education']"
"История экономической мысли (History of Economic Thought)","4.7",0,1,0,0,"['Social Sciences', 'Economics']"
"Water in the Western United States","4.8",0,1,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Origins - Formation of the Universe, Solar System, Earth and Life","4.7",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Supply Chain Operations","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"Strategies for Effective Engagement","None",0,1,0,0,"['Business', 'Leadership and Management']"
"Causal Inference  2","4",0,0,0,1,"['Data Science', 'Probability and Statistics']"
"Creativity And Entrepreneurship","4.6",0,1,0,0,"['Business', 'Leadership and Management']"
"Comunicaciones integradas de marketing: Publicidad, Relaciones Públicas, Marketing Digital y más","4.8",1,0,0,0,"['Business', 'Marketing']"
"Development of Real-Time Systems","4.5",0,0,1,0,"['Computer Science', 'Software Development']"
"Climate Adaptation for Human Health","4.8",0,0,1,0,"['Health', 'Public Health']"
"Comunicación, experimentación y aprendizaje en liderazgo","4.8",0,0,1,0,"['Personal Development', 'Personal Development']"
"Become a CBRS CPI at WISPAMERICA 2020","None",1,0,0,0,"['Information Technology', 'Networking']"
"Modern Hebrew Poetry   שירה עברית מודרנית","4.8",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI)","4.5",1,0,0,0,"['Health', 'Healthcare Management']"
"Microeconomics: The Power of Markets","4.7",1,0,0,0,"['Social Sciences', 'Economics']"
"Advanced R Programming","4.3",0,0,1,0,"['Data Science', 'Data Analysis']"
"The Power of Team Culture","4.6",0,1,0,0,"['Business', 'Leadership and Management']"
"Six Sigma Tools for Analyze","4.7",0,1,0,0,"['Business', 'Business Essentials']"
"Orden y manejo del tiempo","4.8",0,1,0,0,"['Business', 'Leadership and Management']"
"Capstone Course: Start Up Your Fintech Future","None",0,1,0,0,"['Business', 'Entrepreneurship']"
"Introduction to Chemistry:  Structures and Solutions","4.7",0,1,0,0,"['Physical Science and Engineering', 'Chemistry']"
"Acute and Chronic Rhinosinusitis: A Comprehensive Review","4.7",1,0,0,0,"['Health', 'Patient Care']"
"Prepare for the EMT Certification Test","4.7",0,1,0,0,"['Health', 'Patient Care']"
"System Validation (3): Requirements by modal formulas","4.4",0,0,0,1,"['Computer Science', 'Software Development']"
"Cuidados y procedimientos generales en la atención del recién nacido","4.7",0,0,1,0,"['Health', 'Public Health']"
"Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life","4.6",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro","None",0,0,0,1,"['Information Technology', 'Cloud Computing']"
"Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations","4.5",1,0,0,0,"['Business', 'Entrepreneurship']"
"Introduction to MongoDB","4.4",0,0,1,0,"['Information Technology', 'Data Management']"
"Las estrategias y habilidades para las negociaciones","4.6",1,0,0,0,"['Business', 'Business Essentials']"
"إستراتيجية الأعمال المتقدمة","None",0,1,0,0,"['Business', 'Business Strategy']"
"Using SAS Viya REST APIs with Python and R","None",1,0,0,0,"['Data Science', 'Data Analysis']"
"Итоговый проект специализации ""Основы Digital Маркетинга""","4.5",0,0,1,0,"['Business', 'Marketing']"
"Gamification","4.8",1,0,0,0,"['Computer Science', 'Design and Product']"
"Science of Training Young Athletes Part 2","5",0,0,1,0,"['Personal Development', 'Personal Development']"
"The Manager's Toolkit: A Practical Guide to Managing People at Work","4.6",1,0,0,0,"['Business', 'Leadership and Management']"
"Israel State and Society","4.7",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Introduction to Systematic Review and Meta-Analysis","4.8",1,0,0,0,"['Health', 'Research']"
"Deep Neural Networks with PyTorch","4.4",0,0,1,0,"['Data Science', 'Machine Learning']"
"Improving Your Statistical Questions","4.9",0,0,1,0,"['Data Science', 'Probability and Statistics']"
"Gestión de proyectos: las bases del éxito","4.6",1,0,0,0,"['Business', 'Leadership and Management']"
"Machine Learning Using SAS Viya","4.7",0,0,1,0,"['Data Science', 'Machine Learning']"
"Water Resources Management and Policy","4.6",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Connecting with Sales Prospects","4.8",0,1,0,0,"['Business', 'Leadership and Management']"
"High-Impact Business Writing","4.3",1,0,0,0,"['Business', 'Business Essentials']"
"Digital Thread: Components","4.6",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Финансы компаний: взгляд инвестора и кредитора","4.6",0,1,0,0,"['Business', 'Finance']"
"Getting Started with Google Sheets","4.6",0,1,0,0,"['Business', 'Business Essentials']"
"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity","4.3",1,0,0,0,"['Business', 'Business Essentials']"
"Positive Psychiatry and Mental Health","4.7",1,0,0,0,"['Health', 'Basic Science']"
"Communication theory: bridging academia and practice","4.6",0,0,1,0,"['Social Sciences', 'Governance and Society']"
"القيادة والذكاء العاطفي","5",0,1,0,0,"['Business', 'Leadership and Management']"
"Finanzas para profesionales no financieros","4.6",1,0,0,0,"['Business', 'Leadership and Management']"
"Бухгалтерский учет и аудит. Продвинутый курс","4.7",1,0,0,0,"['Business', 'Business Essentials']"
"Networks and Communications Security","4.7",0,1,0,0,"['Information Technology', 'Security']"
"Introduction to Graph Theory","4.6",0,1,0,0,"['Computer Science', 'Algorithms']"
"Music's Big Bang: The Genesis of Rock 'n' Roll","4.7",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Information Visualization: Foundations","4.7",0,1,0,0,"['Information Technology', 'Data Management']"
"Introduction to Satellite Communications","4.5",0,1,0,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Justice, Mercy and Mass Incarceration","4.8",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Programming for Everybody (Getting Started with Python)","4.8",1,0,0,0,"['Computer Science', 'Software Development']"
"Introduction to Statistics & Data Analysis in Public Health","4.7",0,1,0,0,"['Health', 'Public Health']"
"In the footsteps of Zika… approaching the unknown","4.7",0,0,1,0,"['Health', 'Public Health']"
"Journeys to Education Teach-Out","None",0,1,0,0,"['Social Sciences', 'Education']"
"Inglés Empresarial: Finanzas y Economía","4.6",1,0,0,0,"['Language Learning', 'Learning English']"
"Python and Machine Learning for Asset Management","3.5",0,0,1,0,"['Business', 'Finance']"
"Основы корпоративных финансов (Fundamentals of Corporate Finance)","4.9",0,1,0,0,"['Business', 'Finance']"
"Academic Discussions in English","4.4",0,0,1,0,"['Language Learning', 'Learning English']"
"Introdução à Ciência da Computação com Python Parte 1","4.9",0,1,0,0,"['Computer Science', 'Software Development']"
"Reliable Cloud Infrastructure: Design and Process auf Deutsch","None",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Физика в опытах. Часть 2. Электричество и магнетизм","4.8",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Создание научно-технического текста","4.7",1,0,0,0,"['Personal Development', 'Personal Development']"
"Capstone:  Create Value from Open Data","3.9",1,0,0,0,"['Business', 'Business Strategy']"
"Blended Language Learning: Design and Practice for Teachers","None",0,0,1,0,"['Language Learning', 'Learning English']"
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)","4.6",0,1,0,0,"['Health', 'Health Informatics']"
"Photography Capstone Project","4.9",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Conceptos y Herramientas para la Física Universitaria","4.6",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Initiation à la théorie des distributions","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Marketing en Redes Sociales Proyecto Final","4.6",1,0,0,0,"['Business', 'Marketing']"
"Detección de objetos","4.6",1,0,0,0,"['Computer Science', 'Algorithms']"
"Trauma Emergencies and Care","4.9",0,1,0,0,"['Health', 'Patient Care']"
"Capstone Project – Analyzing a Real Transaction","None",0,0,1,0,"['Business', 'Finance']"
"Statistical Mechanics: Algorithms and Computations","4.8",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Establishing a Professional ‘Self’ through Effective Intercultural Communication","4.2",1,0,0,0,"['Personal Development', 'Personal Development']"
"Comprendre les Microcontroleurs","4.7",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Selling to Chinese Consumers","4.7",0,1,0,0,"['Business', 'Business Strategy']"
"Marketing Digital","4.8",0,1,0,0,"['Business', 'Marketing']"
"Chemerinsky on Constitutional Law - The Structure of Government","4.8",0,1,0,0,"['Social Sciences', 'Law']"
"Materials Data Sciences and Informatics","4.3",0,0,1,0,"['Physical Science and Engineering', 'Chemistry']"
"Design Patterns","4.7",0,0,1,0,"['Computer Science', 'Software Development']"
"Presentation skills: Designing Presentation Slides","4.7",1,0,0,0,"['Personal Development', 'Personal Development']"
"Гибкие методологии разработки высокотехнологичных продуктов","4.9",0,0,1,0,"['Business', 'Leadership and Management']"
"Autoridad, dirección y liderazgo","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Automated Reasoning: satisfiability","4.8",0,0,1,0,"['Computer Science', 'Algorithms']"
"Supply Chain Management: A Learning Perspective","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys","4.9",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Engineering Project Management: Risk, Quality, Teams, and Procurement","4.8",0,1,0,0,"['Business', 'Leadership and Management']"
"L'entrepreneuriat social : de l'envie au projet","4.7",0,1,0,0,"['Business', 'Entrepreneurship']"
"Social Science Approaches to the Study of Chinese Society Part 2","4.4",0,1,0,0,"['Social Sciences', 'Education']"
"Culminating Project in Health Informatics","4.7",1,0,0,0,"['Health', 'Health Informatics']"
"The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy","4.6",1,0,0,0,"['Business', 'Business Strategy']"
"Feature Engineering 日本語版","4.2",0,0,1,0,"['Data Science', 'Machine Learning']"
"Palliative Care Capstone Projects","5",0,1,0,0,"['Health', 'Patient Care']"
"Web Design: Wireframes to Prototypes","4.9",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Portfolio Selection and Risk Management","4.6",1,0,0,0,"['Business', 'Finance']"
"Trademark Law","4.9",1,0,0,0,"['Social Sciences', 'Law']"
"Mandarin Chinese for Intermediate Learners: Part 1","4.8",0,0,1,0,"['Language Learning', 'Other Languages']"
"Achieving Your Optimal Performance","4.5",0,1,0,0,"['Personal Development', 'Personal Development']"
"Cryptography and Information Theory","4.4",0,0,1,0,"['Computer Science', 'Computer Security and Networks']"
"Survival Analysis in R for Public Health","4.4",0,0,1,0,"['Health', 'Public Health']"
"Science & Religion 101","4.5",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Пути выхода на фондовый рынок для частных инвесторов сегмента Mass Retail","None",0,1,0,0,"['Business', 'Finance']"
"La Philanthropie : Comprendre et Agir","4.8",1,0,0,0,"['Social Sciences', 'Governance and Society']"
"Algorithms, Part I","4.9",0,0,1,0,"['Computer Science', 'Algorithms']"
"The Meat We Eat","4.7",1,0,0,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"3D Interactions and Navigation","4.4",0,0,1,0,"['Computer Science', 'Software Development']"
"Introduction to Artificial Intelligence (AI)","4.7",0,1,0,0,"['Data Science', 'Machine Learning']"
"Sensor Manufacturing and Process Control","4.8",0,0,1,0,"['Physical Science and Engineering', 'Electrical Engineering']"
"Becoming a Sports Agent","4.7",0,1,0,0,"['Social Sciences', 'Law']"
"New Learning: Principles and Patterns of Pedagogy","4.7",0,1,0,0,"['Social Sciences', 'Education']"
"Software Defined Networking","4.7",1,0,0,0,"['Computer Science', 'Computer Security and Networks']"
"International Business Capstone","4.7",1,0,0,0,"['Business', 'Business Essentials']"
"Teaching Tips for Tricky English Grammar","4.7",0,0,1,0,"['Language Learning', 'Learning English']"
"Evaluación del Aprendizaje en Escenarios Clínicos","4.7",0,0,1,0,"['Health', 'Patient Care']"
"Business Metrics for Data-Driven Companies","4.6",1,0,0,0,"['Data Science', 'Data Analysis']"
"Afrique et mondialisation, regards croisés","4.7",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"VR and 360 Video Production","4.7",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"中国哲学经典著作导读","4.5",1,0,0,0,"['Arts and Humanities', 'Philosophy']"
"Requirements Gathering for Secure Software Development","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Skepticism","4.5",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives","4.8",1,0,0,0,"['Health', 'Psychology']"
"Supply Chain Sourcing","4.7",0,1,0,0,"['Business', 'Business Strategy']"
"Plant Bioinformatics Capstone","None",0,0,1,0,"['Physical Science and Engineering', 'Research Methods']"
"Understanding Russian Economy. Problems of Transition","4.7",1,0,0,0,"['Social Sciences', 'Economics']"
